,Title,Director,Cast,id,genres,imdb_id,original_language,popularity,release_date,runtime,vote_average,vote_count
2331,Amityville: The Awakening,Franck Khalfoun ,"Bella Thorne, Jennifer Jason Leigh, Cameron Monaghan, Mckenna Grace, Jennifer Morrison, Kurtwood Smith",203835.0,"Thriller,Horror",tt1935897,en,14.379,2017,1 hrs 27 min,5.4,938
2332,Thor: Ragnarok,Taika Waititi ,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins",284053.0,"Action,Adventure,Fantasy,Science Fiction,Comedy",tt3501632,en,85.111,2017,2 hrs 11 min,7.6,19235
2333,A Bad Moms Christmas,"Jon Lucas (director/screenplay), Scott Moore ","Mila Kunis, Kristen Bell, Kathryn Hahn, Jay Hernandez, Susan Sarandon, Christine Baranski",431530.0,Comedy,tt6359956,en,24.824,2017,1 hrs 44 min,6.3,1886
2334,Last Flag Flying,Richard Linklater ,"Steve Carell, Bryan Cranston, Laurence Fishburne, Yul Vazquez",419709.0,"Drama,Comedy",tt6018306,en,8.842,2017,2 hrs 5 min,6.74,385
2335,Lady Bird,Greta Gerwig ,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Stephen McKinley Henderson, Lois Smith",391713.0,"Drama,Comedy",tt4925292,en,27.275,2017,1 hrs 34 min,7.267,7671
2336,Murder on the Orient Express,Kenneth Branagh ,"Kenneth Branagh, Penélope Cruz, Willem Dafoe, Judi Dench, Johnny Depp, Josh Gad, Derek Jacobi, Leslie Odom Jr., Michelle Pfeiffer, Daisy Ridley, Lucy Boynton, Sergei Polunin",392044.0,"Drama,Mystery,Crime",tt3402236,en,40.192,2017,1 hrs 54 min,6.7,9053
2337,Daddy's Home 2,Sean Anders ,"Will Ferrell, Mark Wahlberg, Linda Cardellini, John Cena, Mel Gibson, John Lithgow",419680.0,Comedy,tt5657846,en,29.218,2017,1 hrs 40 min,6.271,2295
2338,LBJ,Rob Reiner ,"Woody Harrelson, Richard Jenkins, Bill Pullman, Kim Allen, Michael Stahl-David, Jennifer Jason Leigh, Jeffrey Donovan, Doug McKeon, Michael Mosley",353575.0,"Drama,History",tt4778988,en,7.746,2017,1 hrs 38 min,6.4,133
2339,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh ,"Frances McDormand, Woody Harrelson, Sam Rockwell, John Hawkes, Peter Dinklage",359940.0,"Crime,Drama",tt5027774,en,20.999,2017,1 hrs 55 min,8.088,9242
2340,Mayhem,Joe Lynch ,"Steven Yeun, Samara Weaving, Steven Brand, Caroline Chikezie, Kerry Fox, Dallas Roberts",429733.0,"Action,Comedy,Horror",tt4348012,en,12.893,2017,1 hrs 26 min,6.481,567
2341,Justice League,Zack Snyder ,"Ben Affleck, Henry Cavill, Gal Gadot, Jason Momoa, Ezra Miller, Ray Fisher, Amy Adams, Jeremy Irons, Diane Lane, J. K. Simmons, Ciarán Hinds",141052.0,"Action,Adventure,Science Fiction",tt0974015,en,89.543,2017,2 hrs 0 min,6.101,12091
2342,The Star,Timothy Reckart ,"Steven Yeun, Gina Rodriguez, Zachary Levi, Keegan-Michael Key, Kelly Clarkson, Patricia Heaton, Kristin Chenoweth, Tracy Morgan, Tyler Perry, Oprah Winfrey",355547.0,"Comedy,Adventure,Family,Fantasy,Animation",tt4587656,en,17.276,2017,1 hrs 26 min,6.3,476
2343,Wonder,Stephen Chbosky ,"Julia Roberts, Jacob Tremblay, Owen Wilson, Mandy Patinkin",406997.0,"Drama,Family",tt2543472,en,40.252,2017,1 hrs 53 min,8.16,7325
2344,Mr. Roosevelt,Noël Wells ,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda, Andre Hyland, Doug Benson, Armen Weitzman, Sergio Cilli",424510.0,Comedy,tt6212496,en,5.521,2017,1 hrs 30 min,6.2,60
2345,"Roman J. Israel, Esq.",Dan Gilroy ,"Dan Gilroy (director/screenplay), Denzel Washington, Colin Farrell, Carmen Ejogo, Shelley Hennig",413362.0,"Drama,Crime,Thriller",tt6000478,en,19.599,2017,2 hrs 2 min,6.301,1129
2346,Coco,Lee Unkrich ,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Ana Ofelia Murguia, Edward James Olmos",354912.0,"Family,Animation,Fantasy,Music,Comedy,Adventure",tt2380307,en,134.234,2017,1 hrs 45 min,8.225,17329
2347,Darkest Hour,Joe Wright ,"Gary Oldman, Ben Mendelsohn, Kristin Scott Thomas, Lily James, Stephen Dillane, Ronald Pickup",399404.0,"Drama,History",tt4555426,en,24.297,2017,2 hrs 5 min,7.351,4685
2348,The Man Who Invented Christmas,Bharat Nalluri ,"Dan Stevens, Christopher Plummer, Jonathan Pryce",450322.0,"Drama,History,Comedy,Family",tt6225520,en,12.116,2017,1 hrs 45 min,6.9,717
2349,Call Me by Your Name,Luca Guadagnino ,"Timothée Chalamet, Armie Hammer, Michael Stuhlbarg, Amira Casar, Esther Garrel, Victoire Du Bois",398818.0,"Romance,Drama",tt5726616,en,49.126,2017,2 hrs 12 min,8.169,11184
2350,The Disaster Artist,James Franco ,"James Franco, Dave Franco, Seth Rogen, Alison Brie, Ari Graynor, Josh Hutcherson, Jacki Weaver",371638.0,"Comedy,Drama",tt3521126,en,11.538,2017,1 hrs 44 min,7.116,3254
2351,The Shape of Water,Guillermo del Toro ,"Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, Lauren Lee Smith, Michael Stuhlbarg, Octavia Spencer",399055.0,"Drama,Fantasy,Romance",tt5580390,en,27.005,2017,2 hrs 3 min,7.246,11338
2352,Wonder Wheel,Woody Allen ,"Kate Winslet, Justin Timberlake, Juno Temple, Jim Belushi, Tony Sirico",429189.0,"Drama,Romance",tt5825380,en,14.875,2017,1 hrs 41 min,6.4,1232
2353,"I, Tonya",Craig Gillespie ,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson, Mckenna Grace",389015.0,Drama,tt5580036,en,21.247,2017,2 hrs 0 min,7.507,5274
2354,Just Getting Started,Ron Shelton ,"Morgan Freeman, Tommy Lee Jones, Rene Russo",398177.0,"Action,Comedy",tt5721088,en,9.476,2017,1 hrs 31 min,4.9,207
2355,Star Wars: The Last Jedi,Rian Johnson ,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Andy Serkis, Lupita Nyong'o, Domhnall Gleeson, Anthony Daniels, Gwendoline Christie, Kelly Marie Tran, Laura Dern, Benicio del Toro",181808.0,"Adventure,Action,Science Fiction",tt2527336,en,56.188,2017,2 hrs 32 min,6.833,14074
2356,Ferdinand,Carlos Saldanha ,"John Cena, Kate McKinnon, Bobby Cannavale, Anthony Anderson, Peyton Manning, Gina Rodriguez, Miguel Ángel Silvestre, David Tennant",364689.0,"Animation,Family,Adventure,Comedy",tt3411444,en,49.141,2017,1 hrs 48 min,7.242,2590
2357,Beyond Skyline,Liam O'Donnell ,"Frank Grillo, Bojana Novakovic, Callan Mulvey, Iko Uwais, Yayan Ruhian, Betty Gabriel, Antonio Fargas",271404.0,"Action,Science Fiction,Adventure",tt1724970,en,8.353,2017,1 hrs 45 min,5.239,901
2358,Christmas Inheritance,Ernie Barbarash ,"Eliza Taylor, Jake Lacy, Andie MacDowell, Michael Xavier, Neil Crone, Anthony Sherwood, Bill Lake, Martin Roach",449755.0,"Romance,Comedy",tt7608534,en,13.389,2017,1 hrs 45 min,6.3,775
2359,Jumanji: Welcome to the Jungle,Jake Kasdan ,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Nick Jonas, Bobby Cannavale",353486.0,"Adventure,Action,Comedy,Fantasy",tt2283362,en,45.691,2017,1 hrs 59 min,6.824,12580
2360,The Greatest Showman,Michael Gracey ,"Hugh Jackman, Zac Efron, Rebecca Ferguson, Michelle Williams, Yahya Abdul-Mateen II, Zendaya",316029.0,Drama,tt1485796,en,44.348,2017,1 hrs 45 min,7.914,8698
2361,Pitch Perfect 3,Trish Sie ,"Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle, Shelley Regner",353616.0,"Comedy,Music",tt4765284,en,27.29,2017,1 hrs 33 min,6.6,3079
2362,Downsizing,Alexander Payne ,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig",301337.0,"Comedy,Drama,Science Fiction",tt1389072,en,21.263,2017,2 hrs 15 min,5.322,3400
2363,Father Figures,Lawrence Sher ,"Owen Wilson, Ed Helms, J. K. Simmons, Terry Bradshaw, Ving Rhames, Katt Williams, Harry Shearer, June Squibb, Christopher Walken, Glenn Close",354861.0,Comedy,tt1966359,en,11.983,2017,2 hrs 5 min,5.8,567
2364,The Post,Steven Spielberg ,"Tom Hanks, Meryl Streep, Sarah Paulson, Bruce Greenwood, Tracy Letts, Bob Odenkirk, Bradley Whitford, Matthew Rhys",446354.0,"Drama,History",tt6294822,en,19.386,2017,1 hrs 56 min,7.0,4202
2365,Bright,David Ayer ,"Will Smith, Joel Edgerton, Noomi Rapace, Lucy Fry, Edgar Ramirez, Ike Barinholtz",400106.0,"Fantasy,Action,Thriller",tt5519340,en,21.6,2017,1 hrs 57 min,6.2,5219
2366,Crooked House,Gilles Paquet-Brenner ,"Max Irons, Glenn Close, Gillian Anderson, Christina Hendricks, Terence Stamp, Stefanie Martini, Julian Sands",419835.0,"Mystery,Crime,Thriller",tt1869347,en,15.628,2017,1 hrs 55 min,6.4,807
2367,Hostiles,Scott Cooper ,"Christian Bale, Rosamund Pike, Wes Studi, Ben Foster, Adam Beach, Rory Cochrane, Jesse Plemons, Rory Cochrane, Adam Beach, Q'orianka Kilcher, Jonathan Majors, Timothée Chalamet",384680.0,"Western,Drama,History",tt5478478,en,20.18,2017,2 hrs 14 min,6.915,2059
2368,All the Money in the World,Ridley Scott ,"Michelle Williams, Mark Wahlberg, Christopher Plummer, Romain Duris",446791.0,"Thriller,Drama,Crime,History",tt5294550,en,17.662,2017,2 hrs 12 min,6.5,2067
2369,Molly's Game,Aaron Sorkin ,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Chris O'Dowd, Bill Camp, Jeremy Strong",396371.0,"Drama,Crime",tt4209788,en,21.399,2017,2 hrs 20 min,7.146,3364
2370,Phantom Thread,Paul Thomas Anderson ,"Daniel Day-Lewis, Lesley Manville, Vicky Krieps",400617.0,"Drama,Romance",tt5776858,en,15.946,2017,2 hrs 10 min,7.302,3146
2371,The Forest,Jason Zada ,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken",329440.0,"Horror,Thriller,Mystery",tt3387542,en,22.163,2016,1 hrs 35 min,5.2,1611
2372,Anesthesia,Tim Blake Nelson ,"Glenn CloseK. Todd Freeman, Jessica Hecht, Gretchen Mol, Tim Blake Nelson, Gloria Reuben, Kristen Stewart, Corey Stoll, Mickey Sumner, Yul Vazquez, Sam Waterston, Michael K. Williams",277710.0,"Drama,Thriller",tt3317208,en,9.626,2016,1 hrs 30 min,5.8,104
2373,Lamb,Ross Partridge ,"Ross Partridge, Oona Laurence, Jess Weixler, Tom Bower",324284.0,Drama,tt3908598,en,5.682,2015,1 hrs 33 min,6.2,50
2374,Ride Along 2,Tim Story ,"Ice Cube, Kevin Hart, Ken Jeong, Benjamin Bratt, Olivia Munn, Bruce McGill, Tika Sumpter",323675.0,"Action,Comedy",tt2869728,en,22.264,2016,1 hrs 42 min,6.2,1534
2375,13 Hours: The Secret Soldiers of Benghazi,Michael Bay ,"James Badge Dale, John Krasinski, Max Martini",300671.0,"War,Action,History,Drama",tt4172430,en,45.195,2016,2 hrs 24 min,7.271,3137
2376,Norm of the North,Trevor Wall ,"Rob Schneider, Heather Graham, Ken Jeong, Colm Meaney, Loretta Devine, Gabriel Iglesias, Michael McElhatton (US), James Corden (UK), Bill Nighy",276905.0,"Adventure,Animation,Comedy,Family",tt1594972,en,11.089,2016,1 hrs 26 min,4.7,306
2377,The Benefactor,Andrew Renzi ,"Richard Gere, Dakota Fanning, Theo James, Clarke Peters, Brian Anthony Wilson, Dylan Baker, Cheryl Hines, Tibor Feldman",328901.0,Drama,tt3165630,en,11.118,2015,1 hrs 30 min,4.9,226
2378,Dirty Grandpa,Dan Mazer ,"Robert De Niro, Zac Efron, Aubrey Plaza, Zoey Deutch, Julianne Hough, Dermot Mulroney",291870.0,Comedy,tt1860213,en,48.758,2016,1 hrs 42 min,5.908,4063
2379,The 5th Wave,J Blakeson ,"Chloë Grace Moretz, Nick Robinson, Ron Livingston, Maggie Siff, Alex Roe, Maria Bello, Maika Monroe, Zackary Arthur, Liev Schreiber",299687.0,"Science Fiction,Adventure,Action",tt2304933,en,30.775,2016,1 hrs 52 min,5.945,5415
2380,The Boy,William Brent Bell ,"Lauren Cohan, Rupert Evans, Jim Norton, Diana Hardcastle",321258.0,"Horror,Thriller,Mystery",tt3882082,en,22.473,2016,1 hrs 37 min,5.943,3492
2381,Synchronicity,Jacob Gentry ,"Chad McKnight, A. J. Bowen, Brianne Davis, Scott Poythress, Michael Ironside",347945.0,"Thriller,Mystery,Science Fiction",tt2049543,en,11.124,2015,1 hrs 41 min,5.7,332
2382,Kung Fu Panda 3,"Jennifer Yuh Nelson, Alessandro Carloni ","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J. K. Simmons, Seth Rogen, Lucy Liu, David Cross, Kate Hudson, James Hong, Randall Duk Kim, Jackie Chan",140300.0,"Action,Adventure,Animation,Comedy,Family",tt2267968,en,54.795,2016,1 hrs 35 min,6.872,5200
2383,The Finest Hours,Craig Gillespie ,"Chris Pine, Casey Affleck, Ben Foster, Holliday Grainger, John Ortiz, Eric Bana",300673.0,"Action,Drama,History,Thriller",tt2025690,en,17.329,2016,1 hrs 57 min,6.6,1469
2384,Fifty Shades of Black,Michael Tiddes ,"Marlon Wayans, Kali Hawk, Affion Crockett, Jane Seymour, Andrew Bachelor, Florence Henderson, Jenny Zigrino, Fred Willard, Mike Epps",351819.0,"Romance,Comedy",tt4667094,en,27.479,2016,1 hrs 32 min,4.867,1243
2385,Jane Got a Gun,Gavin O'Connor ,"Natalie Portman, Joel Edgerton, Noah Emmerich, Rodrigo Santoro, Boyd Holbrook, Ewan McGregor",174751.0,"Western,Action,Drama",tt2140037,en,15.042,2015,1 hrs 38 min,5.8,751
2386,"Hail, Caesar!","Joel Coen, Ethan Coen ","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes, Jonah Hill, Scarlett Johansson, Frances McDormand, Tilda Swinton, Channing Tatum",270487.0,"Comedy,Drama,Mystery",tt0475290,en,22.138,2016,1 hrs 46 min,5.911,3512
2387,Pride and Prejudice and Zombies,Burr Steers ,"Lily James, Sam Riley, Jack Huston, Bella Heathcote, Douglas Booth, Matt Smith, Charles Dance, Lena Headey",58431.0,"Romance,Horror,Comedy,Thriller",tt1374989,en,30.055,2016,1 hrs 48 min,6.151,1996
2388,The Choice,Ross Katz ,"Benjamin Walker, Teresa Palmer, Maggie Grace, Alexandra Daddario, Tom Welling, Tom Wilkinson",330483.0,"Drama,Romance",tt3797868,en,17.783,2016,1 hrs 51 min,7.2,1749
2389,Deadpool,Tim Miller ,"Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Brianna Hildebrand",293660.0,"Action,Adventure,Comedy",tt1431045,en,120.729,2016,1 hrs 48 min,7.604,28504
2390,Zoolander 2,Ben Stiller ,"Ben Stiller, Owen Wilson, Will Ferrell, Penélope Cruz, Kristen Wiig, Fred Armisen",329833.0,"Comedy,Adventure,Action",tt1608290,en,19.114,2016,1 hrs 40 min,4.9,2042
2391,How to Be Single,Christian Ditter ,"Dakota Johnson, Rebel Wilson, Damon Wayans Jr., Anders Holm, Alison Brie, Nicholas Braun, Jake Lacy, Jason Mantzoukas, Leslie Mann",259694.0,"Comedy,Romance",tt1292566,en,32.196,2016,1 hrs 50 min,6.233,3015
2392,The Witch,Robert Eggers ,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson",310131.0,"Drama,Fantasy,Horror,Mystery",tt4263482,en,37.983,2015,1 hrs 32 min,6.921,6241
2393,Race,Stephen Hopkins ,"Stephan James, Jason Sudeikis, Jeremy Irons, Carice van Houten, William Hurt",323677.0,"Drama,History",tt3499096,en,20.574,2016,2 hrs 14 min,7.3,1425
2394,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Woo-ping ,"Donnie Yen, Michelle Yeoh",263341.0,"Action,Adventure,Drama",tt2652118,en,34.535,2016,1 hrs 43 min,6.1,576
2395,Gods of Egypt,Alex Proyas ,"Nikolaj Coster-Waldau, Gerard Butler, Brenton Thwaites, Chadwick Boseman, Élodie Yung, Courtney Eaton, Rufus Sewell, Geoffrey Rush",205584.0,"Action,Adventure,Fantasy",tt2404233,en,40.026,2016,2 hrs 7 min,5.624,3751
2396,Triple 9,John Hillcoat ,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul, Clifton Collins Jr., Norman Reedus, Teresa Palmer, Michael K. Williams, Gal Gadot, Woody Harrelson, Kate Winslet",146198.0,"Action,Crime,Adventure,Thriller",tt1712261,en,17.075,2016,1 hrs 55 min,6.0,1929
2397,Eddie the Eagle,Dexter Fletcher ,"Taron Egerton, Hugh Jackman, Christopher Walken, Iris Berben, Jim Broadbent",319888.0,"Comedy,Drama,History,Adventure",tt1083452,en,17.1,2016,1 hrs 46 min,7.2,1935
2398,Zootopia,"Byron Howard, Rich Moore ","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt, Don Lake, Tommy Chong, J. K. Simmons, Octavia Spencer, Alan Tudyk, Shakira",269149.0,"Animation,Adventure,Family,Comedy",tt2948356,en,84.862,2016,1 hrs 49 min,7.747,14979
2399,London Has Fallen,Babak Najafi ,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Alon Moni Aboutboul, Angela Bassett, Robert Forster, Jackie Earle Haley, Melissa Leo, Radha Mitchell, Sean O'Bryan, Waleed Zuaiter",267860.0,"Action,Thriller",tt3300542,en,45.539,2016,1 hrs 39 min,6.176,4312
2400,Whiskey Tango Foxtrot,"Glenn Ficarra, John Requa ","Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina, Billy Bob Thornton",279641.0,"Comedy,Drama,War",tt3553442,en,12.187,2016,1 hrs 52 min,6.3,848
2401,The Other Side of the Door,Johannes Roberts ,"Sarah Wayne Callies, Jeremy Sisto",364116.0,"Thriller,Horror",tt3702652,en,12.52,2016,1 hrs 36 min,5.511,747
2402,Open Season: Scared Silly,David Feiss ,"Donny Lucas, Will Townsend, Melissa Sturm, Trevor Devall, Garry Chalk, Kathleen Barr",382517.0,"Animation,Comedy,Family,Adventure",tt4938374,en,25.493,2015,1 hrs 24 min,5.94,298
2403,10 Cloverfield Lane,Dan Trachtenberg ,"Mary Elizabeth Winstead, John Goodman, John Gallagher Jr.",333371.0,"Thriller,Science Fiction,Drama,Horror",tt1179933,en,29.55,2016,1 hrs 44 min,6.979,7226
2404,The Young Messiah,Cyrus Nowrasteh ,"Adam Greaves-Neal, Sean Bean, David Bradley, Lee Boardman, Jonathan Bailey, David Burke",318850.0,"Drama,History",tt1002563,en,18.793,2016,2 hrs 0 min,6.5,115
2405,The Perfect Match,Bille Woodruff ,"Terrence J, Cassie Ventura, Donald Faison, Dascha Polanco, Robert Christopher Riley, Lauren London, Joe Pantoliano, Paula Patton",378200.0,"Romance,Comedy",tt4871980,en,16.277,2016,1 hrs 36 min,5.5,180
2406,"Hello, My Name Is Doris",Michael Showalter ,"Sally Field, Max Greenfield, Beth Behrs, Wendi McLendon-Covey, Stephen Root, Elizabeth Reaser, Natasha Lyonne, Tyne Daly",320588.0,"Comedy,Drama,Romance",tt3766394,en,11.93,2015,1 hrs 35 min,6.4,435
2407,Miracles from Heaven,Patricia Riggen ,"Jennifer Garner, Kylie Rogers, Martin Henderson, John Carroll Lynch, Eugenio Derbez, Queen Latifah",339984.0,"Family,Drama",tt4257926,en,54.791,2016,1 hrs 59 min,7.4,1081
2408,The Bronze,Bryan Buckley ,"Melissa Rauch, Gary Cole, Thomas Middleditch, Sebastian Stan, Cecily Strong, Haley Lu Richardson",308453.0,"Drama,Comedy",tt3859304,en,11.869,2016,1 hrs 48 min,6.1,333
2409,Midnight Special,Jeff Nichols ,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, Sam Shepard",245703.0,"Adventure,Drama,Science Fiction",tt2649554,en,15.936,2016,1 hrs 52 min,6.2,1721
2410,Batman v Superman: Dawn of Justice,Zack Snyder ,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg, Diane Lane, Laurence Fishburne, Jeremy Irons, Holly Hunter, Gal Gadot",209112.0,"Action,Adventure,Fantasy",tt2975590,en,98.131,2016,2 hrs 32 min,5.948,16850
2411,My Big Fat Greek Wedding 2,Kirk Jones ,"Nia Vardalos, John Corbett, Lainie Kazan, Gia Carides, Joey Fatone, Louis Mandylor, Andrea Martin, Michael Constantine",302688.0,"Romance,Comedy",tt3760922,en,12.545,2016,1 hrs 34 min,5.9,898
2412,I Saw the Light,Marc Abraham ,"Tom Hiddleston, Elizabeth Olsen, Cherry Jones, Bradley Whitford, Maddie Hasson, Wrenn Schmidt",297806.0,"Music,Drama",tt1490785,en,10.405,2016,2 hrs 3 min,6.4,180
2413,Everybody Wants Some!!,Richard Linklater ,"Will Brittain, Zoey Deutch, Ryan Guzman, Tyler Hoechlin, Blake Jenner, J. Quinton Johnson, Glen Powell, Wyatt Russell, Austin Amelio, Temple Baker, Tanner Kalina, Juston Street, Forrest Vickery",295699.0,Comedy,tt2937696,en,9.403,2016,1 hrs 56 min,6.4,987
2414,God's Not Dead 2,Harold Cronk ,"Melissa Joan Hart, Jesse Metcalfe, David A. R. White, Ernie Hudson, Hayley Orrantia, Robin Givens, Fred Dalton Thompson, Maria Canals-Barrera, Sadie Robertson, Pat Boone, Ray Wise",347126.0,Drama,tt4824308,en,27.398,2016,2 hrs 1 min,6.2,366
2415,Meet the Blacks,Deon Taylor ,"Mike Epps, Gary Owen, Zulay Henao, Bresha Webb, Lil Duval, King Bach, Charlie Murphy, George Lopez, Mike Tyson",377587.0,"Comedy,Horror",tt4191580,en,9.17,2016,1 hrs 30 min,4.8,258
2416,Miles Ahead,Don Cheadle ,"Don Cheadle, Ewan McGregor, Emayatzy Corinealdi, LaKeith Stanfield, Michael Stuhlbarg",316000.0,"Drama,Music,History",tt0790770,en,6.577,2016,1 hrs 40 min,6.5,203
2417,Pandemic,John Suits ,"Rachel Nichols, Alfie Allen, Paul Guilfoyle, Pat Healy, Danielle Rose Russell, Missi Pyle, Mekhi Phifer",346651.0,"Action,Science Fiction,Horror",tt3774802,en,19.385,2016,1 hrs 31 min,4.9,285
2418,The Boss,Ben Falcone ,"Melissa McCarthy, Kristen Bell, Kathy Bates, Tyler Labine, Peter Dinklage",323676.0,Comedy,tt2702724,en,12.615,2016,1 hrs 31 min,5.8,1230
2419,Hardcore Henry,Ilya Naishuller ,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Svetlana Ustinova, Tim Roth",325348.0,"Action,Adventure,Science Fiction",tt3072482,en,18.317,2015,1 hrs 36 min,6.377,2166
2420,Demolition,Jean-Marc Vallée ,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",303991.0,"Comedy,Drama",tt1172049,en,15.559,2015,1 hrs 41 min,6.767,1922
2421,Hush,Mike Flanagan ,"John Gallagher Jr., Michael Trucco, Kate Siegel",376570.0,"Horror,Thriller",tt5022702,en,15.533,2016,1 hrs 22 min,6.734,4245
2422,Barbershop: The Next Cut,Malcolm D. Lee ,"Ice Cube, Cedric the Entertainer, Regina Hall, Anthony Anderson, Eve, J. B. Smoove, Lamorne Morris, Sean Patrick Thomas, Tyga, Deon Cole, Common, Nicki Minaj",326423.0,"Comedy,Drama",tt3628584,en,20.863,2016,1 hrs 52 min,6.317,409
2423,Criminal,Ariel Vromen ,"Kevin Costner, Gary Oldman, Tommy Lee Jones, Alice Eve, Gal Gadot, Michael Pitt, Jordi Mollà, Antje Traue, Scott Adkins, Ryan Reynolds, Amaury Nolasco",302156.0,"Action,Crime,Science Fiction",tt3014866,en,26.832,2016,1 hrs 53 min,6.2,1556
2424,Green Room,Jeremy Saulnier ,"Anton Yelchin, Imogen Poots, Alia Shawkat, Joe Cole, Callum Turner, Patrick Stewart",313922.0,"Horror,Crime,Thriller",tt4062536,en,16.905,2015,1 hrs 35 min,6.684,2424
2425,The Huntsman: Winter's War,Cedric Nicolas-Troyan ,"Chris Hemsworth, Charlize Theron, Emily Blunt, Nick Frost, Sam Claflin, Rob Brydon, Jessica Chastain",290595.0,"Action,Adventure,Drama",tt2381991,en,28.738,2016,1 hrs 54 min,6.286,4510
2426,A Hologram for the King,Tom Tykwer ,"Tom Hanks, Omar Elba, Sarita Choudhury, Sidse Babett Knudsen, Ben Whishaw, Tom Skerritt",270010.0,"Comedy,Drama",tt2980210,en,11.351,2016,1 hrs 37 min,5.831,1026
