,Title,Director,Cast,id,genres,imdb_id,original_language,popularity,release_date,runtime,vote_average,vote_count
2221,King Arthur: Legend of the Sword,Guy Ritchie ,"Charlie Hunnam, Jude Law, Àstrid Bergès-Frisbey, Djimon Hounsou, Aidan Gillen, Eric Bana",274857.0,"Action,Drama,Fantasy",tt1972591,en,35.461,2017,2 hrs 6 min,6.535,5249
2222,Snatched,Jonathan Levine ,"Amy Schumer, Goldie Hawn, Christopher Meloni, Ike Barinholtz, Joan Cusack, Wanda Sykes",373569.0,"Action,Comedy",tt2334871,en,14.957,2017,1 hrs 30 min,5.4,738
2223,Lowriders,Ricardo de Montreuil ,"Demián Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria",333384.0,"Drama,Action,Crime",tt1366338,en,7.738,2017,1 hrs 39 min,6.7,87
2224,The Wall,Doug Liman ,"Aaron Taylor-Johnson, John Cena",405775.0,"War,Thriller,Drama",tt4218696,en,21.216,2017,1 hrs 30 min,6.3,796
2225,Paris Can Wait,Eleanor Coppola ,"Diane Lane, Alec Baldwin, Arnaud Viard",375867.0,"Comedy,Drama,Romance",tt4429194,en,10.721,2016,1 hrs 32 min,5.8,210
2226,Alien: Covenant,Ridley Scott ,"Michael Fassbender, Katherine Waterston, Demián Bichir, Billy Crudup, Danny McBride",126889.0,"Science Fiction,Horror,Mystery",tt2316204,en,69.321,2017,2 hrs 2 min,6.077,7663
2227,Diary of a Wimpy Kid: The Long Haul,David Bowers ,"Jason Ian Drucker, Owen Asztalos, Charlie Wright, Alicia Silverstone, Tom Everett Scott",417830.0,"Comedy,Family",tt6003368,en,23.403,2017,1 hrs 31 min,5.3,400
2228,"Everything, Everything",Stella Meghie ,"Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",417678.0,"Drama,Romance",tt5001718,en,19.296,2017,1 hrs 36 min,7.3,3557
2229,Wakefield,Robin Swicord ,"Bryan Cranston, Jennifer Garner, Beverly D'Angelo, Jason O'Mara, Pippa Bennett-Warner",369894.0,Drama,tt5195412,en,8.053,2017,1 hrs 46 min,6.1,360
2230,Baywatch,Seth Gordon ,"Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario, David Hasselhoff",339846.0,"Comedy,Action,Crime",tt1469304,en,60.451,2017,1 hrs 56 min,6.097,7419
2231,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning, Espen Sandberg ","Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario, Kevin McNally",166426.0,"Adventure,Action,Fantasy",tt1790809,en,90.839,2017,2 hrs 8 min,6.646,10986
2232,Buena Vista Social Club: Adios,Lucy Walker ,Lucy Walker (director),432605.0,"Documentary,Music",tt4653272,en,1.805,2017,1 hrs 50 min,7.4,19
2233,War Machine,David Michôd ,"Brad Pitt, Anthony Michael Hall, Topher Grace, Anthony Hayes, Will Poulter, Ben Kingsley, Tilda Swinton",354287.0,"Comedy,Drama,War",tt4758646,en,10.407,2017,2 hrs 2 min,5.6,1007
2234,Wonder Woman,Patty Jenkins ,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston, David Thewlis, Elena Anaya",297762.0,"Action,Adventure,Fantasy",tt0451279,en,66.128,2017,2 hrs 21 min,7.238,18710
2235,Captain Underpants: The First Epic Movie,David Soren ,"Kevin Hart, Ed Helms, Thomas Middleditch, Nick Kroll, Jordan Peele, Kristen Schaal",268531.0,"Action,Animation,Comedy,Family",tt2091256,en,40.077,2017,1 hrs 29 min,6.2,1066
2236,Dean,Demetri Martin ,"Demetri Martin, Kevin Kline, Gillian Jacobs, Mary Steenburgen, Reid Scott, Rory Scovel, Christine Woods, Ginger Gonzaga, Peter Scolari, Briga Heelan",305342.0,"Romance,Comedy",tt3914332,en,5.865,2016,1 hrs 27 min,6.1,54
2237,It Comes at Night,Trey Edward Shults ,"Joel Edgerton, Riley Keough, Christopher Abbott, Kelvin Harrison Jr., Carmen Ejogo",418078.0,"Drama,Horror,Mystery",tt4695012,en,12.42,2017,1 hrs 31 min,5.844,2128
2238,My Cousin Rachel,Roger Michell ,"Rachel Weisz, Sam Claflin, Iain Glen, Holliday Grainger, Pierfrancesco Favino",413998.0,"Drama,Romance",tt4411596,en,17.077,2017,1 hrs 46 min,5.7,516
2239,Megan Leavey,Gabriela Cowperthwaite ,"Kate Mara, Edie Falco, Common, Ramón Rodríguez, Tom Felton, Bradley Whitford, Will Patton, Sam Keeley",424488.0,"Drama,War",tt4899370,en,19.968,2017,1 hrs 56 min,7.28,692
2240,Beatriz at Dinner,Miguel Arteta ,"Salma Hayek, Chloë Sevigny, Connie Britton, John Lithgow, Jay Duplass, David Warshofsky, Amy Landecker, John Early",429107.0,"Comedy,Drama",tt5929750,en,8.534,2017,1 hrs 23 min,5.858,158
2241,Cars 3,Brian Fee ,"Owen Wilson, Cristela Alonzo, Chris Cooper, Armie Hammer, Larry the Cable Guy, Bonnie Hunt, Nathan Fillion, Lea DeLaria, Kerry Washington",260514.0,"Animation,Adventure,Comedy,Family",tt3606752,en,104.979,2017,1 hrs 42 min,6.856,5127
2242,Rough Night,Lucia Aniello ,"Scarlett Johansson, Zoë Kravitz, Kate McKinnon, Jillian Bell, Ilana Glazer",397422.0,"Drama,Comedy",tt4799050,en,18.519,2017,1 hrs 41 min,5.7,1864
2243,All Eyez on Me,Benny Boom ,"Demetrius Shipp Jr., Kat Graham, Lauren Cohan, Hill Harper, Danai Gurira",402529.0,"Drama,Music",tt1666185,en,18.673,2017,2 hrs 19 min,6.728,1092
2244,47 Meters Down,Johannes Roberts ,"Mandy Moore, Claire Holt, Matthew Modine, Chris J. Johnson, Yani Gellman, Santiago Segura",403119.0,"Horror,Thriller,Adventure",tt2932536,en,42.488,2017,1 hrs 29 min,5.786,2518
2245,The Book of Henry,Colin Trevorrow ,"Naomi Watts, Jacob Tremblay, Jaeden Lieberher, Dean Norris, Maddie Ziegler, Sarah Silverman, Lee Pace, Tonya Pinkins",382614.0,"Drama,Crime,Thriller",tt4572792,en,17.428,2017,1 hrs 45 min,7.5,1200
2246,Once Upon a Time in Venice,Mark Cullen ,"Bruce Willis, Jason Momoa, John Goodman, Thomas Middleditch, Famke Janssen, Adam Goldberg, Jessica Gomes",345915.0,"Action,Comedy,Thriller,Mystery",tt4694544,en,17.32,2017,1 hrs 34 min,5.172,560
2247,The Beguiled,Sofia Coppola ,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Angourie Rice, Oona Laurence",399019.0,Drama,tt5592248,en,26.412,2017,1 hrs 33 min,5.894,1992
2248,The Big Sick,Michael Showalter ,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",416477.0,"Comedy,Drama,Romance",tt5462602,en,14.673,2017,2 hrs 0 min,7.344,2209
2249,The Bad Batch,Ana Lily Amirpour ,"Suki Waterhouse, Jason Momoa, Giovanni Ribisi, Yolonda Ross, Diego Luna, Keanu Reeves, Jim Carrey",316154.0,"Drama,Horror,Science Fiction",tt4334266,en,18.794,2017,1 hrs 59 min,5.254,958
2250,Baby Driver,Edgar Wright ,"Ansel Elgort, Lily James, Jamie Foxx, Jon Hamm, Kevin Spacey, Jon Bernthal, Eiza González",339403.0,"Action,Crime",tt3890160,en,53.673,2017,1 hrs 53 min,7.453,14388
2251,Okja,Bong Joon-ho ,"Tilda Swinton, Paul Dano, Ahn Seo-hyun, Byun Hee-bong, Steven Yeun, Lily Collins, Yoon Je-moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Choi Woo-shik, Giancarlo Esposito, Jake Gyllenhaal",387426.0,"Adventure,Drama,Science Fiction,Fantasy",tt3967856,en,24.156,2017,2 hrs 2 min,7.4,3922
2252,Despicable Me 3,"Pierre Coffin, Kyle Balda ","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Dana Gaier, Nev Scharrel, Steve Coogan, Jenny Slate, Julie Andrews",324852.0,"Action,Animation,Comedy,Family,Adventure",tt3469046,en,44.389,2017,1 hrs 36 min,6.451,6462
2253,The House,Andrew J. Cohen ,"Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas, Nick Kroll, Allison Tolman, Cedric Yarbrough, Jeremy Renner",926899.0,"Animation,Drama,Comedy,Horror,Fantasy",tt11703050,en,55.284,2022,1 hrs 37 min,7.052,873
2254,The Little Hours,Jeff Baena ,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon",411873.0,Comedy,tt5666304,en,21.433,2017,1 hrs 30 min,5.8,496
2255,Inconceivable,Jonathan Baker ,"Nicolas Cage, Faye Dunaway, Gina Gershon, Nicky Whelan",433630.0,"Thriller,Drama",tt3481634,en,10.68,2017,1 hrs 45 min,5.7,297
2256,2:22,Paul Currie ,"Michiel Huisman, Teresa Palmer, Sam Reid, Simone Kessell, Maeve Dermody, Kerry Armstrong, John Waters",269795.0,"Science Fiction,Mystery,Thriller,Romance",tt1131724,en,25.865,2017,1 hrs 39 min,6.0,1332
2257,A Ghost Story,David Lowery ,"Casey Affleck, Rooney Mara",428449.0,"Drama,Fantasy",tt6265828,en,19.579,2017,1 hrs 33 min,7.1,2083
2258,Spider-Man: Homecoming,Jon Watts ,"Tom Holland, Michael Keaton, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Marisa Tomei, Robert Downey Jr.",315635.0,"Action,Adventure,Science Fiction,Drama",tt2250912,en,152.495,2017,2 hrs 13 min,7.346,20141
2259,War for the Planet of the Apes,Matt Reeves ,"Andy Serkis, Gabriel Chavarria, Woody Harrelson, Judy Greer, Steve Zahn, Amiah Miller",281338.0,"Drama,Science Fiction,War",tt3450958,en,46.557,2017,2 hrs 20 min,7.156,7899
2260,Wish Upon,John Leonetti ,"Joey King, Ryan Phillippe, Ki Hong Lee, Mitchell Slaggert, Shannon Purser, Sydney Park, Kevin Hanchard, Sherilyn Fenn",440597.0,"Horror,Thriller,Fantasy",tt5322012,en,16.175,2017,1 hrs 30 min,5.617,1187
2261,Dunkirk,Christopher Nolan ,"Fionn Whitehead, Tom Glynn-Carney, Aneurin Barnard, Barry Keoghan, Tom Hardy, Cillian Murphy, Mark Rylance, Kenneth Branagh, Harry Styles, James D'Arcy, Jack Lowden, Kevin Guthrie",374720.0,"War,Action,Drama",tt5013056,en,31.932,2017,1 hrs 47 min,7.459,15129
2262,Girls Trip,Malcolm D. Lee ,"Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish, Larenz Tate, Mike Colter, Kate Walsh",417870.0,Comedy,tt3564472,en,26.29,2017,2 hrs 2 min,6.8,1397
2263,First Kill,Steven C. Miller ,"Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo",410554.0,"Action,Thriller,Crime",tt5884234,en,12.415,2017,1 hrs 37 min,5.7,498
2264,Atomic Blonde,David Leitch ,"Charlize Theron, James McAvoy, John Goodman, Til Schweiger, Sofia Boutella, Toby Jones, Eddie Marsan, Roland Møller",341013.0,"Action,Thriller",tt2406566,en,24.386,2017,1 hrs 55 min,6.402,5766
2265,The Emoji Movie,Tony Leondis ,"T. J. Miller, James Corden, Anna Faris, Maya Rudolph, Steven Wright, Jennifer Coolidge, Sean Hayes, Sofia Vergara, Christina Aguilera, Patrick Stewart",378236.0,"Animation,Family,Comedy",tt4877122,en,34.617,2017,1 hrs 26 min,5.504,2775
2266,An Inconvenient Sequel: Truth to Power,"Bonni Cohen, Jon Shenk ",Al Gore,432602.0,Documentary,tt6322922,en,8.46,2017,1 hrs 40 min,6.7,142
2267,Detroit,Kathryn Bigelow ,"John Boyega, Will Poulter, Algee Smith, Jacob Latimore, Jason Mitchell, Hannah Murray, Kaitlyn Dever, Jack Reynor, Ben O'Toole, John Krasinski, Anthony Mackie",407448.0,"Crime,Drama,Thriller,History",tt5390504,en,13.365,2017,2 hrs 23 min,7.3,1496
2268,Brigsby Bear,Dave McCary ,"Kyle Mooney, Mark Hamill, Claire Danes, Greg Kinnear, Andy Samberg, Matt Walsh, Michaela Watkins",403431.0,"Comedy,Drama",tt5805752,en,10.827,2017,1 hrs 37 min,7.2,330
2269,The Dark Tower,Nikolaj Arcel ,"Idris Elba, Matthew McConaughey, Tom Taylor, Fran Kranz, Abbey Lee, Katheryn Winnick, Jackie Earle Haley, Claudia Kim",353491.0,"Fantasy,Action,Science Fiction",tt1648190,en,29.862,2017,1 hrs 35 min,5.677,4594
2270,Kidnap,Luis Prieto ,"Halle Berry, Sage Correa, Lew Temple, Chris McGinn",293768.0,"Drama,Thriller",tt1458169,en,21.921,2017,1 hrs 35 min,6.2,1199
2271,Step,Amanda Lipitz ,"Blessin Giraldo, Cori Grainger, Tayla Solomon, Gari McIntyre, Paula Dofat",433010.0,Documentary,tt5758404,en,2.024,2017,1 hrs 23 min,7.7,14
2272,Wind River,Taylor Sheridan ,"Jeremy Renner, Elizabeth Olsen",395834.0,"Crime,Drama,Mystery,Thriller",tt5362988,en,28.319,2017,1 hrs 47 min,7.4,4640
2273,Armed Response,John Stockwell ,"Wesley Snipes, Anne Heche, Dave Annable, Seth Rollins, Gene Simmons, Mo Gallini",450932.0,"Action,Horror,Thriller",tt4557208,en,26.386,2017,1 hrs 33 min,5.299,147
2274,Annabelle: Creation,David F. Sandberg ,"Stephanie Sigman, Talitha Bateman, Anthony LaPaglia, Miranda Otto",396422.0,"Horror,Mystery,Thriller",tt5140878,en,57.383,2017,1 hrs 50 min,6.6,5139
2275,The Glass Castle,Destin Daniel Cretton ,"Brie Larson, Naomi Watts, Max Greenfield, Woody Harrelson, Sarah Snook",336000.0,Drama,tt2378507,en,23.569,2017,2 hrs 7 min,7.2,718
2276,The Nut Job 2: Nutty by Nature,Cal Brunker ,"Will Arnett, Katherine Heigl, Maya Rudolph, Sebastian Maniscalco, Kari Wahlgren, Bobby Moynihan, Isabela Moner, Bobby Cannavale, Gabriel Iglesias, Jeff Dunham, Peter Stormare",335777.0,"Animation,Family,Adventure,Comedy",tt3486626,en,30.283,2017,1 hrs 31 min,6.0,357
2277,Good Time,Ben Safdie & Joshua Safdie ,"Robert Pattinson, Jennifer Jason Leigh, Ben Safdie, Barkhad Abdi, Buddy Duress, Taliah Webster",429200.0,"Thriller,Crime",tt4846232,en,21.191,2017,1 hrs 42 min,7.216,2550
2278,Ingrid Goes West,Matt Spicer ,"Aubrey Plaza, Elizabeth Olsen, O'Shea Jackson Jr., Wyatt Russell, Pom Klementieff, Billy Magnussen",411741.0,"Comedy,Drama",tt5962210,en,10.617,2017,1 hrs 37 min,6.4,848
2279,The Only Living Boy in New York,Marc Webb ,"Callum Turner, Kate Beckinsale, Pierce Brosnan, Cynthia Nixon, Jeff Bridges",95608.0,Drama,tt0460890,en,17.309,2017,1 hrs 28 min,6.4,273
2280,The Hitman's Bodyguard,Patrick Hughes ,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Élodie Yung, Salma Hayek, Joaquim de Almeida, Kirsty Mitchell, Richard E. Grant",390043.0,"Action,Comedy",tt1959563,en,31.818,2017,1 hrs 58 min,6.886,5641
2281,Logan Lucky,Steven Soderbergh ,"Channing Tatum, Adam Driver, Riley Keough, Daniel Craig, Hilary Swank, Seth MacFarlane, Katie Holmes, Katherine Waterston, Sebastian Stan, Dwight Yoakam, Brian Gleeson, Jack Quaid",399170.0,"Comedy,Crime,Action,Drama",tt5439796,en,24.223,2017,1 hrs 58 min,6.726,3149
2282,Patti Cake$,Geremy Jasper ,"Danielle Macdonald, McCaul Lombardi",426256.0,"Music,Drama",tt6288250,en,10.327,2017,1 hrs 48 min,6.7,182
2283,Victor Crowley,Adam Green ,"Kane Hodder, Tyler Mane, Parry Shen, Dave Sheridan, Krystal Joy Brown, Felissa Rose, Brian Quinn, Tiffany Shepis, Chase Williamson, Jonah Ray, Blake Woodruff, Tony Todd, Danielle Harris, Laura Ortiz, Katie Booth, Kelly Vrooman",472338.0,"Comedy,Horror",tt5534434,en,13.731,2017,1 hrs 23 min,5.7,217
2284,All Saints,Steve Gomer ,"John Corbett, Cara Buono",450806.0,"Drama,Comedy",tt4663548,en,19.035,2017,1 hrs 48 min,6.1,45
2285,Served Like a Girl,Lysa Heslov ,Lysa Heslov (director),438447.0,Documentary,tt6175710,en,1.97,2017,1 hrs 43 min,5.6,5
2286,Beach Rats,Eliza Hittman ,"Harris Dickinson, Madeline Weinstein, Kate Hodge",426238.0,"Drama,Romance",tt6303866,en,12.115,2017,1 hrs 39 min,5.981,465
2287,Film Stars Don't Die in Liverpool,Paul McGuigan ,"Annette Bening, Jamie Bell, Vanessa Redgrave, Julie Walters, Kenneth Cranham, Stephen Graham, Frances Barber, Leanne Best",398174.0,"Romance,Drama",tt5711148,en,11.262,2017,1 hrs 45 min,6.5,147
2288,Tulip Fever,Justin Chadwick ,"Alicia Vikander, Dane DeHaan, Christoph Waltz, Holliday Grainger, Jack O'Connell, Zach Galifianakis, Judi Dench, Matthew Morrison, Kevin McKidd, Douglas Hodge, Joanna Scanlan, Tom Hollander, Cara Delevingne",257785.0,"Drama,Romance",tt0491203,en,14.931,2017,1 hrs 47 min,6.5,630
2289,Unlocked,Michael Apted ,"Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich, Michael Douglas",291276.0,"Action,Thriller",tt1734493,en,13.942,2017,1 hrs 38 min,6.2,974
2290,It,Andy Muschietti ,"Jaeden Lieberher, Bill Skarsgård, Sophia Lillis, Jeremy Ray Taylor, Finn Wolfhard, Jack Dylan Grazer, Wyatt Oleff, Chosen Jacobs, Nicholas Hamilton, Jackson Robert Scott",346364.0,"Horror,Fantasy",tt1396484,en,126.675,2017,2 hrs 15 min,7.238,17698
2291,Home Again,Hallie Meyers-Shyer ,"Reese Witherspoon, Candice Bergen, Michael Sheen, Lake Bell, Nat Wolff, Reid Scott, Pico Alexander",427900.0,"Comedy,Drama,Romance",tt5719700,en,21.582,2017,1 hrs 37 min,6.1,1110
2292,9/11,Martin Guigui ,"Charlie Sheen, Gina Gershon, Luis Guzmán,Whoopi Goldberg",455558.0,"Drama,Thriller",tt4917224,en,8.076,2017,1 hrs 28 min,5.3,184
2293,The Good Catholic,Paul Shoulberg ,"Zachary Spicer, Wrenn Schmidt, John C. McGinley, Danny Glover",458836.0,"Drama,Comedy",tt4721404,en,4.253,2017,1 hrs 36 min,5.6,41
2294,Gun Shy,Simon West ,"Antonio Banderas, Olga Kurylenko",430682.0,"Action,Adventure,Comedy,Crime,Thriller",tt3910736,en,9.753,2017,1 hrs 31 min,4.6,121
2295,American Assassin,Michael Cuesta ,"Dylan O'Brien, Michael Keaton, Sanaa Lathan, Shiva Negar, Taylor Kitsch",415842.0,"Action,Thriller",tt1961175,en,23.617,2017,1 hrs 52 min,6.4,2720
2296,Brad's Status,Mike White ,"Ben Stiller, Michael Sheen, Luke Wilson, Jemaine Clement, Jenna Fischer",425980.0,"Comedy,Drama",tt5884230,en,7.516,2017,1 hrs 41 min,6.3,339
2297,Kingsman: The Golden Circle,Matthew Vaughn ,"Colin Firth, Julianne Moore, Taron Egerton, Mark Strong, Halle Berry, Elton John, Channing Tatum, Jeff Bridges",343668.0,"Action,Adventure,Comedy",tt4649466,en,69.38,2017,2 hrs 21 min,6.973,9374
2298,The Lego Ninjago Movie,Charlie Bean ,"Jackie Chan, Justin Theroux, Dave Franco, Olivia Munn, Michael Peña, Abbi Jacobson, Kumail Nanjiani, Zach Woods, Fred Armisen",274862.0,"Family,Animation,Action,Adventure,Comedy",tt3014284,en,30.258,2017,1 hrs 41 min,6.5,890
2299,Stronger,David Gordon Green ,"Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson, Clancy Brown",395993.0,Drama,tt3881784,en,11.285,2017,1 hrs 59 min,6.991,1353
2300,Battle of the Sexes,Jonathan Dayton and Valerie Faris ,"Emma Stone, Steve Carell, Andrea Riseborough, Elisabeth Shue, Austin Stowell, Sarah Silverman, Alan Cumming",369192.0,"Comedy,Drama,History",tt4622512,en,16.713,2017,2 hrs 1 min,6.8,1698
2301,Woodshock,Kate and Laura Mulleavy ,"Kirsten Dunst, Joe Cole, Pilou Asbæk, Lorelei Linklater, Jack Kilmer",396777.0,"Drama,Thriller",tt4677924,en,7.384,2017,1 hrs 40 min,4.602,54
2302,Victoria & Abdul,Stephen Frears ,"Judi Dench, Ali Fazal, Eddie Izzard, Tim Pigott-Smith, Adeel Akhtar",423899.0,"Drama,History",tt5816682,en,12.336,2017,1 hrs 52 min,6.9,1078
2303,(Romance) in the Digital Age,Jason Michael Brescia ,"Lauren Pritchard, Chris Warren Jr., Joe Murphy, Chris Viemeister, Shabazz Green, Jill Durso",467933.0,Comedy,tt5525418,en,1.4,2017,1 hrs 25 min,4.0,2
2304,Jeepers Creepers 3,Victor Salva ,"Jonathan Breck, Meg Foster, Brandon James, Gabrielle Haugh, Jordan Salloum, Ryan Moore, Brandon Smith, Gina Philips, Christine Ko, Stan Shaw",55341.0,"Horror,Mystery,Thriller",tt1139592,en,39.383,2017,1 hrs 40 min,4.9,773
2305,American Made,Doug Liman ,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jayma Mays, Jesse Plemons, Alejandro Edda",337170.0,"Action,Comedy,Crime,Drama,Thriller",tt3532216,en,25.143,2017,1 hrs 55 min,6.856,4041
2306,Mark Felt: The Man Who Brought Down the White House,Peter Landesman ,"Liam Neeson, Diane Lane, Marton Csokas, Ike Barinholtz, Tony Goldwyn, Bruce Greenwood, Michael C. Hall, Brian d'Arcy James, Josh Lucas, Eddie Marsan, Wendi McLendon-Covey, Maika Monroe",390061.0,"Drama,History,Thriller",tt5175450,en,14.166,2017,1 hrs 43 min,6.2,448
2307,Blade Runner 2049,Denis Villeneuve ,"Harrison Ford, Ryan Gosling, Ana de Armas, Mackenzie Davis, Sylvia Hoeks, Lennie James, Carla Juri, Robin Wright, Dave Bautista, Jared Leto",335984.0,"Science Fiction,Drama",tt1856101,en,84.691,2017,2 hrs 44 min,7.535,11974
2308,The Mountain Between Us,Hany Abu-Assad ,"Idris Elba, Kate Winslet, Dermot Mulroney, Waleed Zuaiter",290512.0,"Drama,Adventure,Romance",tt2226597,en,24.945,2017,1 hrs 49 min,6.63,2156
2309,My Little Pony: The Movie,Jayson Thiessen ,"Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Kristin Chenoweth, Emily Blunt, Michael Peña, Uzo Aduba, Liev Schreiber, Taye Diggs, Sia, Zoe Saldana",335360.0,"Family,Animation,Music,Adventure,Fantasy",tt4131800,en,22.609,2017,1 hrs 39 min,7.252,337
2310,The Florida Project,Sean Baker ,"Willem Dafoe, Bria Vinaite, Brooklynn Prince, Valeria Cotto, Caleb Landry Jones",394117.0,Drama,tt5649144,en,18.045,2017,1 hrs 52 min,7.4,2459
2311,Brawl in Cell Block 99,S. Craig Zahler ,"Vince Vaughn, Jennifer Carpenter, Don Johnson, Udo Kier",398175.0,"Action,Crime,Thriller",tt5657856,en,18.739,2017,2 hrs 12 min,6.967,1197
2312,Happy Death Day,Christopher B. Landon ,"Jessica Rothe, Israel Broussard, Ruby Modine",440021.0,"Horror,Mystery,Comedy",tt5308322,en,23.012,2017,1 hrs 37 min,6.641,5623
2313,Marshall,Reginald Hudlin ,"Chadwick Boseman, Josh Gad, Kate Hudson, Dan Stevens, James Cromwell, Sterling K. Brown",392982.0,Drama,tt5301662,en,11.005,2017,1 hrs 58 min,7.3,548
2314,Breathe,Andy Serkis ,"Andrew Garfield, Claire Foy, Tom Hollander, Hugh Bonneville, Dean-Charles Chapman, Miranda Raison, Stephen Mangan",407445.0,"Drama,Romance",tt5716464,en,13.994,2017,1 hrs 58 min,7.5,672
2315,Goodbye Christopher Robin,Simon Curtis ,"Domhnall Gleeson, Margot Robbie, Kelly Macdonald",418680.0,"Family,History,Drama",tt1653665,en,15.355,2017,1 hrs 47 min,7.0,740
2316,Professor Marston and the Wonder Women,Angela Robinson ,"Luke Evans, Rebecca Hall, Bella Heathcote, Connie Britton, Oliver Platt",420622.0,"Drama,Romance",tt6133130,en,17.922,2017,1 hrs 48 min,7.2,763
2317,Geostorm,Dean Devlin ,"Gerard Butler, Abbie Cornish, Alexandra Lara, Jim Sturgess, Amr Waked, Ed Harris, Andy García",274855.0,"Action,Science Fiction,Thriller",tt1981128,en,87.842,2017,1 hrs 49 min,6.107,4342
2318,Only the Brave,Joseph Kosinski ,"Ben Hardy, Jennifer Connelly, Taylor Kitsch, Miles Teller, James Badge Dale, Josh Brolin, Jeff Bridges",395991.0,"Drama,Action,History",tt3829920,en,29.638,2017,2 hrs 13 min,7.401,1368
2319,The Snowman,Tomas Alfredson ,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Val Kilmer, J. K. Simmons",372343.0,"Crime,Thriller",tt1758810,en,18.719,2017,1 hrs 59 min,5.2,2055
2320,Boo 2! A Madea Halloween,Tyler Perry ,"Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat, Diamond White, Lexy Panterra, Andre Hall Brock O'Hurn, Tito Ortiz",459202.0,"Horror,Comedy",tt6217804,en,17.88,2017,1 hrs 43 min,5.8,455
2321,Same Kind of Different as Me,Michael Carney ,"Renée Zellweger, Jon Voight, Djimon Hounsou, Olivia Holt, Greg Kinnear, Stephanie Leigh Schlund",300687.0,Drama,tt1230168,en,13.243,2017,1 hrs 59 min,6.9,227
2322,Leatherface,Julien Maury and Alexandre Bustillo ,"Stephen Dorff, Vanessa Grasse, Sam Strike, Lili Taylor, James Bloor, Jessica Madsen, Sam Coleman, Finn Jones",300665.0,"Horror,Thriller,Mystery",tt2620590,en,25.438,2017,1 hrs 28 min,5.565,1118
2323,Wonderstruck,Todd Haynes ,"Oakes Fegley, Julianne Moore, Millicent Simmonds, Michelle Williams, Jaden Michael, Tom Noonan, James Urbaniak, Amy Hargreaves",383709.0,Drama,tt5208216,en,11.453,2017,1 hrs 55 min,6.0,368
2324,The Killing of a Sacred Deer,Yorgos Lanthimos ,"Colin Farrell, Nicole Kidman, Barry Keoghan, Raffey Cassidy, Sunny Suljic, Alicia Silverstone, Bill Camp",399057.0,"Drama,Thriller,Mystery",tt5715874,en,17.831,2017,2 hrs 1 min,7.02,3284
2325,The Playground,Edreace Purmul ,"Myles Cranford, Merrick McCartha, Shane P. Allen, Christopher Salazar, Ghadir Mounib, Raye Richards",468326.0,"Drama,Mystery,Thriller",tt4460122,en,1.75,2017,2 hrs 31 min,3.3,6
2326,Thank You for Your Service,Jason Hall ,"Miles Teller, Haley Bennett, Beulah Koale, Amy Schumer, Scott Haze",347629.0,"Drama,War",tt2776878,en,11.135,2017,1 hrs 49 min,6.55,313
2327,Suburbicon,George Clooney ,"Matt Damon, Julianne Moore, Oscar Isaac",395458.0,"Thriller,Crime,Drama,Mystery",tt0491175,en,12.212,2017,1 hrs 45 min,5.9,1552
2328,Jigsaw,The Spierig Brothers ,"Tobin Bell, Mandela Van Peebles, Laura Vandervoort, Brittany Allen, Callum Keith Rennie, Matt Passmore",298250.0,"Horror,Crime,Mystery,Thriller",tt3348730,en,38.013,2017,1 hrs 32 min,6.206,3216
2329,Novitiate,Maggie Betts ,"Margaret Qualley, Melissa Leo, Morgan Saylor, Dianna Agron, Julianne Nicholson, Liana Liberato, Denis O'Hare, Maddie Hasson",411976.0,Drama,tt4513316,en,16.138,2017,2 hrs 3 min,6.4,142
2330,All I See Is You,Marc Forster ,"Blake Lively, Jason Clarke, Yvonne Strahovski, Danny Huston, Wes Chatham",345923.0,"Mystery,Thriller,Drama",tt4486986,en,11.002,2017,1 hrs 50 min,5.1,527
